Delivery person ID,Age group(Delivery person),Delivery person rating,Rseturant latitude,Resturant longitude,Delivery location latitude,Delivery location longitude,Type of order,Type of vechicle,Temperature,Humidity,Precipitation,Weather description,Traffic level,Distance(km),Target(mins)
INDORES09DEL01,21-30,4.9,22.725835,75.887648,22.835835,75.997648,Snack ,motorcycle ,17.27,53,0,clear sky,High,13.9,41.1
PUNERES09DEL03,21-30,4.8,18.536562,73.896485,18.596562,73.956485,Meal ,motorcycle ,19.08,65,0,clear sky,High,4.57,39.48333333
RANCHIRES01DEL02,21-30,4.7,23.416792,85.316842,23.436792,85.336842,Snack ,motorcycle ,17.69,68,0,clear sky,Low,6.07,16.83333333
LUDHRES010DEL03,21-30,4.9,30.89286,75.822199,30.92286,75.852199,Meal ,scooter ,18.88,57,0,clear sky,Moderate,4.56,22.08333333
MYSRES13DEL02,21-30,4.3,12.310972,76.659264,12.330972,76.679264,Meal ,motorcycle ,17.99,78,0,scattered clouds,Low,21.14,17.7
JAPRES18DEL02,31-40,4,26.913987,75.752891,26.993987,75.832891,Snack ,motorcycle ,18.74,64,0,haze,Very High,5.35,60.21666667
COIMBRES11DEL02,15-20,4.5,11.001753,76.986241,11.021753,77.006241,Snack ,motorcycle ,24.94,73,0,mist,Low,15.84,22.66666667
VADRES13DEL02,21-30,3.9,22.310237,73.158921,22.390237,73.238921,Drinks ,electric_scooter ,22.55,43,0,clear sky,Moderate,18.21,39.21666667
BANGRES01DEL01,31-40,4.8,12.933284,77.615428,13.003284,77.685428,Snack ,motorcycle ,19.55,92,0,mist,Very High,9.91,54.18333333
MYSRES08DEL01,21-30,4.7,12.297954,76.665169,12.337954,76.705169,Buffet ,scooter ,18.17,81,0,broken clouds,Moderate,2.66,24.46666667
MYSRES15DEL01,31-40,4.7,12.352058,76.60665,12.362058,76.61665,Buffet ,electric_scooter ,18.05,81,0,scattered clouds,Very Low,13.96,12.68333333
CHENRES02DEL03,21-30,5,13.086438,80.220672,13.146439,80.280672,Drinks ,motorcycle ,26.31,88,0,scattered clouds,Very High,9.43,63.26666667
HYDRES12DEL01,21-30,4.5,17.429585,78.392621,17.469585,78.432621,Drinks ,scooter ,21.43,65,0,broken clouds,High,12.76,41.55
BANGRES07DEL01,31-40,4.1,12.978453,77.643685,13.048453,77.713685,Buffet ,motorcycle ,19.5,93,0,mist,High,9.27,42.65
CHENRES09DEL01,21-30,4.7,13.044694,80.26147,13.084694,80.30147,Drinks ,motorcycle ,26.47,88,0,mist,Moderate,23.97,41.78333333
BANGRES04DEL02,31-40,4.4,12.98041,77.640489,13.11041,77.770489,Meal ,motorcycle ,19.03,93,0,fog,Very High,0,52.85
JAPRES13DEL02,15-20,4.8,26.846156,75.8023,26.926156,75.8823,Drinks ,electric_scooter ,19.98,68,0,haze,High,6.78,48.98333333
ALHRES07DEL03,21-30,4.6,25.449659,81.839744,25.479659,81.869744,Meal ,scooter ,22.21,54,0,clear sky,Low,28.39,19.85
JAPRES06DEL03,21-30,4.9,26.911927,75.797282,27.051927,75.937282,Meal ,scooter ,19.94,47,0,clear sky,Very High,1.98,55.83333333
KOCRES03DEL01,21-30,5,10.020683,76.310631,10.030683,76.320631,Meal ,motorcycle ,23.92,88,0,mist,Very Low,11.19,9.966666667
BANGRES13DEL01,31-40,4.7,12.935662,77.61413,12.975662,77.65413,Snack ,motorcycle ,20.21,91,0,mist,High,7.86,40.48333333
GOARES02DEL01,31-40,4.9,15.585658,73.743606,15.625658,73.783606,Snack ,motorcycle ,24.77,57,0,broken clouds,Low,0,24.03333333
HYDRES12DEL03,21-30,4.9,17.429585,78.392621,17.519585,78.482621,Meal ,motorcycle ,21.23,66,0,broken clouds,Very High,37.48,57.28333333
JAPRES07DEL02,31-40,4.8,26.766536,75.837333,26.896536,75.967333,Buffet ,motorcycle ,20.12,68,0,haze,High,24.22,48.36666667
JAPRES13DEL03,31-40,4.4,26.846156,75.8023,26.986156,75.9423,Snack ,motorcycle ,20,46,0,clear sky,Very High,29,59.3
JAPRES18DEL03,21-30,4.7,26.913987,75.752891,27.053987,75.892891,Meal ,motorcycle ,19.72,46,0,clear sky,Very High,21.29,60.3
VADRES05DEL01,21-30,4.6,22.310526,73.170937,22.420526,73.280937,Buffet ,scooter ,22.47,44,0,clear sky,High,0,42.5
BANGRES17DEL02,31-40,4.7,12.972532,77.608179,13.022532,77.658179,Buffet ,electric_scooter ,19.4,92,0,mist,Moderate,0,35.2
MUMRES20DEL03,31-40,4,19.103249,72.846749,19.193249,72.936749,Snack ,motorcycle ,25.73,44,0,smoke,Very High,19.45,74.86666667
HYDRES14DEL02,31-40,4.6,17.426228,78.407495,17.506228,78.487495,Buffet ,motorcycle ,21.23,63,0,overcast clouds,Very High,4.24,51.83333333
KNPRES02DEL02,31-40,4.6,26.471617,80.313564,26.491617,80.333564,Buffet ,motorcycle ,21.81,55,0,clear sky,Low,28.18,17.28333333
AURGRES19DEL01,21-30,4.8,19.866969,75.318894,19.976969,75.428894,Drinks ,motorcycle ,15.93,82,0,mist,Very High,1.57,73.33333333
PUNERES18DEL01,31-40,4.7,18.593481,73.785901,18.603481,73.795901,Drinks ,scooter ,19.22,65,0,clear sky,Very Low,18.25,14.4
BANGRES08DEL02,21-30,4.9,12.906229,77.596791,12.986229,77.676791,Drinks ,scooter ,19.64,92,0,mist,Very High,15.4,65.25
KNPRES16DEL01,31-40,4.8,26.482581,80.315628,26.552581,80.385628,Meal ,scooter ,21.73,56,0,clear sky,High,16.28,37.45
BANGRES010DEL02,21-30,4.8,12.933298,77.614293,13.013298,77.694293,Snack ,motorcycle ,20.01,92,0,mist,Very High,26.88,58.61666667
INDORES03DEL02,21-30,4.5,22.751857,75.866699,22.881857,75.996699,Drinks ,motorcycle ,17.3,53,0,clear sky,Very High,17.3,59.56666667
COIMBRES16DEL02,31-40,4.5,11.010375,76.95295,11.090375,77.03295,Buffet ,motorcycle ,24.95,73,0,mist,High,8.95,44.9
HYDRES20DEL01,21-30,4.6,17.483216,78.552111,17.523216,78.592111,Drinks ,motorcycle ,21.25,65,0,broken clouds,Moderate,20.32,36.2
AGRRES08DEL03,21-30,4.8,27.160934,78.044095,27.220934,78.104095,Buffet ,motorcycle ,21.61,52,0,clear sky,Moderate,9.67,28.43333333
COIMBRES15DEL02,21-30,4,11.006686,76.951736,11.056686,77.001736,Buffet ,motorcycle ,24.81,73,0,mist,Moderate,0,34.76666667
ALHRES05DEL01,21-30,4.7,25.457687,81.835585,25.497687,81.875585,Buffet ,motorcycle ,22.27,54,0,clear sky,Moderate,2.15,23.43333333
MUMRES01DEL01,15-20,4.8,19.12663,72.829976,19.13663,72.839976,Snack ,motorcycle ,26.3,51,0,clear sky,Low,16.62,16.01666667
AURGRES14DEL03,21-30,5,19.875016,75.322405,19.965016,75.412405,Snack ,motorcycle ,17.15,82,0,mist,High,17.73,52.43333333
MUMRES13DEL01,21-30,4.7,19.178321,72.834715,19.248321,72.904715,Meal ,motorcycle ,25.49,44,0,smoke,Very High,25.7,52.16666667
PUNERES16DEL01,21-30,4.6,18.536718,73.830327,18.646718,73.940327,Buffet ,motorcycle ,19.35,65,0,clear sky,Very High,5.21,61.88333333
CHENRES14DEL02,31-40,4.8,13.026279,80.174568,13.046279,80.194568,Buffet ,motorcycle ,26.11,88,0,mist,Moderate,9.45,30.6
HYDRES06DEL03,31-40,4.9,17.455894,78.375467,17.485894,78.405467,Drinks ,motorcycle ,21.27,65,0,broken clouds,Moderate,12.47,33.35
SURRES18DEL03,21-30,4.9,21.149834,72.778666,21.209834,72.838666,Snack ,scooter ,23.12,43,0,clear sky,Moderate,13.17,32.83333333
COIMBRES02DEL01,31-40,4.4,11.022477,76.995667,11.092477,77.065667,Meal ,motorcycle ,25,73,0,mist,Moderate,11.93,31.8
VADRES13DEL03,21-30,4.6,22.310237,73.158921,22.370237,73.218921,Snack ,motorcycle ,22.74,43,0,clear sky,Moderate,7.95,26.3
COIMBRES16DEL01,21-30,4.9,11.010375,76.95295,11.050375,76.99295,Buffet ,motorcycle ,24.8,73,0,mist,Moderate,19,31.78333333
INDORES13DEL03,31-40,4.5,22.745049,75.892471,22.835049,75.982471,Buffet ,scooter ,17.25,53,0,clear sky,High,18.76,36.1
INDORES12DEL03,31-40,4.2,22.74806,75.8934,22.83806,75.9834,Drinks ,motorcycle ,17.25,53,0,clear sky,High,22.94,43.88333333
MUMRES13DEL03,21-30,4.2,19.178321,72.834715,19.268321,72.924715,Buffet ,motorcycle ,26.63,47,0,clear sky,Very High,16.06,55.65
CHENRES06DEL02,21-30,4.6,13.054347,80.257221,13.104347,80.307221,Snack ,scooter ,26.44,88,0,mist,Very High,6.82,67.73333333
BANGRES06DEL03,21-30,4.5,12.979096,77.640625,13.009096,77.670625,Snack ,motorcycle ,19.52,92,0,mist,Moderate,32.49,34.01666667
AGRRES11DEL02,31-40,4.7,27.163303,78.057044,27.293303,78.187044,Buffet ,scooter ,21.28,54,0,clear sky,Very High,8.52,51.56666667
KNPRES15DEL02,15-20,4.7,26.482419,80.320939,26.502419,80.340939,Meal ,scooter ,21.81,55,0,clear sky,Moderate,8.57,29.91666667
VADRES13DEL01,21-30,4.8,22.310237,73.158921,22.350237,73.198921,Drinks ,motorcycle ,19.01,82,0,haze,Low,13.47,26.98333333
VADRES01DEL03,21-30,4.9,22.307898,73.167788,22.367898,73.227788,Snack ,scooter ,22.74,43,0,clear sky,Moderate,15.29,32.33333333
AGRRES03DEL01,31-40,4.9,27.160832,78.011608,27.230832,78.081608,Buffet ,motorcycle ,21.71,51,0,clear sky,High,21.08,39.83333333
KOCRES14DEL01,31-40,4.4,10.027014,76.308053,10.137014,76.418053,Drinks ,motorcycle ,23.95,88,0,mist,High,23,56.25
LUDHRES18DEL01,21-30,4.9,30.890184,75.829615,31.000184,75.939615,Snack ,motorcycle ,18.74,56,0,clear sky,Very High,24.96,68
COIMBRES14DEL02,21-30,4.7,11.003681,76.975525,11.133681,77.105525,Meal ,scooter ,25.15,73,0,mist,Very High,25.39,55.83333333
CHENRES19DEL01,21-30,4.7,12.986047,80.218114,13.096047,80.328114,Snack ,scooter ,26.47,87,0,broken clouds,Very High,9.67,100.65
COIMBRES15DEL02,31-40,4.7,11.006686,76.951736,11.056686,77.001736,Buffet ,motorcycle ,24.81,73,0,mist,Moderate,24.01,34.76666667
SURRES20DEL02,21-30,4.8,21.15276,72.778059,21.28276,72.908059,Snack ,motorcycle ,22.83,43,0,clear sky,Very High,4.37,52.4
INDORES18DEL02,21-30,4.8,22.753839,75.897429,22.773839,75.917429,Drinks ,motorcycle ,17.12,72,0,haze,Low,28.55,22.86666667
AURGRES04DEL02,21-30,4.5,19.876106,75.340775,20.006106,75.470775,Meal ,motorcycle ,17.01,82,0,mist,Very High,24.31,72.21666667
CHENRES01DEL01,31-40,4.9,13.005801,80.250744,13.115801,80.360744,Buffet ,motorcycle ,26.46,87,0,scattered clouds,Very High,2.13,81.75
BANGRES010DEL01,31-40,4.1,12.933298,77.614293,12.943298,77.624293,Buffet ,motorcycle ,20.26,90,0,mist,Very Low,0,15.61666667
DEHRES010DEL01,31-40,4.3,30.328174,78.049117,30.398174,78.119117,Meal ,scooter ,12.44,77,0,clear sky,High,12.76,45.23333333
BANGRES07DEL01,15-20,4.5,12.978453,77.643685,13.048453,77.713685,Buffet ,motorcycle ,19.5,93,0,mist,High,15.96,42.86666667
CHENRES05DEL02,21-30,4.9,13.058616,80.264151,13.138616,80.344151,Buffet ,motorcycle ,26.42,87,0,broken clouds,Very High,14.92,63.85
JAPRES06DEL03,21-30,4.5,26.911927,75.797282,26.971927,75.857282,Meal ,scooter ,19.05,68,0,haze,Very High,0,51.43333333
VADRES01DEL01,31-40,4.4,22.307898,73.167788,22.417898,73.277788,Buffet ,motorcycle ,22.47,44,0,clear sky,High,10.18,40.61666667
SURRES13DEL02,31-40,4.5,21.170096,72.789122,21.220096,72.839122,Buffet ,motorcycle ,23.05,43,0,clear sky,Moderate,19.81,23.86666667
LUDHRES05DEL03,31-40,4.9,30.905562,75.832841,30.995562,75.922841,Snack ,electric_scooter ,18.68,58,0,clear sky,Very High,24.64,61.05
JAPRES16DEL03,31-40,3.8,26.849596,75.800512,26.989596,75.940512,Snack ,motorcycle ,20,46,0,clear sky,Very High,0,62.43333333
COIMBRES14DEL01,31-40,4.9,11.003681,76.975525,11.043681,77.015525,Snack ,scooter ,24.84,73,0,mist,Moderate,20.3,31.93333333
AGRRES010DEL02,31-40,4.4,27.163303,78.057044,27.243303,78.137044,Drinks ,motorcycle ,21.53,52,0,clear sky,Moderate,16.07,39.06666667
SURRES14DEL03,21-30,4.9,21.157729,72.768726,21.247729,72.858726,Buffet ,scooter ,22.92,43,0,clear sky,High,5.86,36.51666667
JAPRES04DEL03,31-40,4.9,26.902328,75.794257,26.932328,75.824257,Meal ,electric_scooter ,19.7,64,0,haze,Moderate,18.99,22.03333333
JAPRES01DEL03,21-30,4.8,26.90519,75.810753,26.99519,75.900753,Snack ,scooter ,19.95,46,0,clear sky,Very High,5.78,55.76666667
HYDRES010DEL02,21-30,4.8,17.428294,78.404423,17.448294,78.424423,Buffet ,motorcycle ,21.29,65,0,broken clouds,Low,26.21,22.68333333
MYSRES16DEL02,31-40,4,12.316967,76.603067,12.446967,76.733067,Drinks ,motorcycle ,18.12,77,0,scattered clouds,High,21.49,48.78333333
BANGRES15DEL02,21-30,4.5,12.975377,77.696664,13.055377,77.776664,Snack ,scooter ,19.42,93,0,mist,Very High,3.19,55.98333333
CHENRES15DEL02,31-40,4.6,13.026286,80.275235,13.046286,80.295235,Drinks ,motorcycle ,26.53,87,0,mist,Very Low,25.68,22.03333333
MYSRES05DEL02,21-30,4.9,12.323978,76.627961,12.453978,76.757961,Snack ,electric_scooter ,18.05,77,0,scattered clouds,High,6.51,51.66666667
COIMBRES03DEL03,31-40,5,11.025083,77.015393,11.055083,77.045393,Snack ,electric_scooter ,24.99,73,0,mist,Low,5.39,23.91666667
BANGRES01DEL02,21-30,4.8,12.933284,77.615428,12.953284,77.635428,Drinks ,motorcycle ,20.3,91,0,mist,Moderate,16.06,34.6
KNPRES12DEL01,21-30,5,26.492106,80.327797,26.562106,80.397797,Buffet ,motorcycle ,21.83,54,0,clear sky,High,16.04,40.06666667
MUMRES010DEL01,21-30,4.5,19.003517,72.82765,19.073517,72.89765,Drinks ,motorcycle ,27.03,44,0,smoke,High,5.75,58.03333333
COIMBRES20DEL03,31-40,5,10.994136,76.963303,11.024136,76.993303,Drinks ,scooter ,24.94,73,0,mist,Low,18,28.96666667
RANCHIRES08DEL01,21-30,4.6,23.353783,85.326967,23.463783,85.436967,Drinks ,scooter ,17.88,67,0,clear sky,High,16.25,48.16666667
HYDRES16DEL01,21-30,4.6,17.440827,78.393391,17.510827,78.463391,Snack ,motorcycle ,21.34,64,0,broken clouds,High,19.35,48.71666667
MUMRES01DEL02,31-40,3.9,19.12663,72.829976,19.20663,72.909976,Snack ,motorcycle ,25.76,44,0,smoke,Very High,7.95,67.16666667
MYSRES08DEL03,21-30,4.6,12.297954,76.665169,12.327954,76.695169,Buffet ,motorcycle ,18.1,81,0,broken clouds,Low,0,20.71666667
VADRES11DEL01,21-30,4.6,22.308096,73.167753,22.318096,73.177753,Buffet ,motorcycle ,22.9,42,0,clear sky,Low,5.01,14.48333333
MYSRES09DEL02,31-40,4.8,12.323194,76.630583,12.343194,76.650583,Drinks ,scooter ,18.2,81,0,broken clouds,Low,13.4,26.2
HYDRES18DEL03,31-40,4.8,17.450851,78.379347,17.510851,78.439347,Meal ,motorcycle ,21.25,64,0,broken clouds,High,17.74,38.15
PUNERES05DEL02,15-20,4.7,18.543626,73.905101,18.623626,73.985101,Snack ,scooter ,19.13,64,0,clear sky,High,0,47.28333333
MYSRES02DEL03,31-40,4.2,12.304569,76.643622,12.364569,76.703622,Snack ,motorcycle ,18.3,81,0,broken clouds,High,15.77,45.15
MYSRES03DEL01,21-30,4.7,12.299524,76.64262,12.369524,76.71262,Meal ,motorcycle ,18.25,81,0,broken clouds,High,4.79,43.18333333
JAPRES16DEL02,31-40,4.3,26.849596,75.800512,26.869596,75.820512,Meal ,scooter ,19.62,68,0,haze,Low,4.15,14.05
MUMRES010DEL01,15-20,4.8,19.003517,72.82765,19.013517,72.83765,Snack ,motorcycle ,27.03,44,0,smoke,Low,9.49,25.88333333
SURRES15DEL02,31-40,4.9,21.160522,72.771477,21.210522,72.821477,Drinks ,motorcycle ,23.26,43,0,clear sky,Moderate,27.88,30.05
INDORES06DEL02,21-30,5,22.728163,75.884212,22.858163,76.014212,Drinks ,motorcycle ,17.31,53,0,clear sky,Very High,13.05,57.98333333
VADRES06DEL01,31-40,4.6,22.31279,73.170283,22.38279,73.240283,Meal ,motorcycle ,22.66,43,0,clear sky,Moderate,16.67,30.06666667
BANGRES04DEL02,21-30,4.6,12.98041,77.640489,13.06041,77.720489,Snack ,electric_scooter ,19.37,93,0,mist,High,0,50.86666667
MUMRES19DEL03,21-30,4.6,19.131141,72.813074,19.16114,72.843074,Buffet ,motorcycle ,26.97,44,0,smoke,Moderate,21.83,34.95
HYDRES05DEL03,31-40,4.9,17.433809,78.386744,17.523809,78.476744,Buffet ,scooter ,21.23,66,0,broken clouds,Very High,26.45,55.93333333
HYDRES010DEL02,21-30,4.6,17.428294,78.404423,17.558294,78.534423,Drinks ,electric_scooter ,21.05,65,0,broken clouds,Very High,37.48,70.78333333
JAPRES07DEL02,21-30,4.7,26.766536,75.837333,26.896536,75.967333,Drinks ,scooter ,20.12,68,0,haze,High,3.9,55.46666667
AURGRES12DEL02,31-40,4.9,19.879631,75.323403,19.899631,75.343403,Drinks ,motorcycle ,17.95,82,0,mist,Low,3.19,24.68333333
CHENRES15DEL02,31-40,4.7,13.026286,80.275235,13.046286,80.295235,Drinks ,motorcycle ,26.53,87,0,mist,Very Low,16.18,22.03333333
MUMRES07DEL03,15-20,4.5,19.091458,72.827808,19.151458,72.887808,Buffet ,scooter ,26.49,44,0,smoke,High,0,51.43333333
JAPRES16DEL01,31-40,5,26.849596,75.800512,26.859596,75.810512,Meal ,scooter ,19.8,68,0,haze,Very Low,4.97,7.316666667
BANGRES09DEL02,21-30,4.8,12.934179,77.615797,12.954179,77.635797,Buffet ,scooter ,20.3,91,0,mist,Low,10.54,25.7
PUNERES12DEL02,31-40,4.5,18.520016,73.830547,18.570016,73.880547,Buffet ,motorcycle ,19.31,65,0,clear sky,Moderate,25.39,32.16666667
CHENRES19DEL01,31-40,4.4,12.986047,80.218114,13.096047,80.328114,Drinks ,scooter ,26.47,87,0,broken clouds,Very High,22.18,105.95
SURRES07DEL01,21-30,4.7,21.170798,72.790489,21.280798,72.900489,Drinks ,motorcycle ,22.85,43,0,clear sky,High,12.92,53.6
PUNERES19DEL01,31-40,4.4,18.563934,73.915367,18.603935,73.955367,Drinks ,motorcycle ,19.08,65,0,clear sky,High,16.74,40.71666667
INDORES15DEL03,21-30,4.6,22.760072,75.892574,22.850072,75.982574,Snack ,motorcycle ,17.26,53,0,clear sky,High,8.46,41.51666667
MUMRES01DEL01,21-30,4.8,19.12663,72.829976,19.16663,72.869976,Buffet ,scooter ,26.85,44,0,smoke,Moderate,11.1,36.95
INDORES17DEL03,31-40,4.2,22.761226,75.887522,22.821226,75.947522,Meal ,electric_scooter ,17.14,72,0,haze,Moderate,4.33,26.98333333
MUMRES13DEL02,31-40,4.6,19.178321,72.834715,19.198321,72.854715,Buffet ,electric_scooter ,26.93,44,0,smoke,Low,9.44,27.3
SURRES18DEL02,15-20,4.5,21.149834,72.778666,21.199834,72.828666,Drinks ,motorcycle ,23.29,43,0,clear sky,Moderate,1.78,36.41666667
JAPRES14DEL01,21-30,4.5,26.88842,75.800689,26.89842,75.810689,Snack ,motorcycle ,19.63,64,0,haze,Very Low,3.09,13.5
MYSRES08DEL01,21-30,4.9,12.297954,76.665169,12.307954,76.675169,Snack ,motorcycle ,18.05,81,0,broken clouds,Very Low,12.95,12.66666667
HYDRES19DEL03,15-20,4.7,17.458998,78.500366,17.518998,78.560366,Buffet ,motorcycle ,21.24,64,0,broken clouds,High,20.31,40.21666667
RANCHIRES010DEL02,31-40,4.8,23.354422,85.3329,23.484422,85.4629,Buffet ,scooter ,17.6,69,0,clear sky,High,9.27,44.81666667
CHENRES09DEL01,31-40,4.8,13.044694,80.26147,13.084694,80.30147,Snack ,scooter ,26.47,88,0,mist,Moderate,24.91,36.81666667
BANGRES13DEL02,21-30,4.6,12.935662,77.61413,13.065662,77.74413,Drinks ,scooter ,19.22,93,0,fog,Very High,12.24,78.66666667
RANCHIRES01DEL01,31-40,4.5,23.416792,85.316842,23.456792,85.356842,Buffet ,motorcycle ,17.67,68,0,clear sky,Low,20.33,17.81666667
PUNERES12DEL01,31-40,4.9,18.520016,73.830547,18.630016,73.940547,Snack ,scooter ,18.91,64,0,clear sky,Very High,19.02,65.16666667
INDORES07DEL03,31-40,3.9,22.722634,75.886959,22.812634,75.976959,Meal ,electric_scooter ,17.21,53,0,clear sky,High,4.38,39.5
INDORES19DEL02,31-40,4.5,22.745536,75.893106,22.765536,75.913106,Meal ,motorcycle ,17.11,77,0,haze,Low,0,17.45
BANGRES20DEL01,21-30,4.6,12.972161,77.596014,13.042161,77.666014,Drinks ,scooter ,19.72,93,0,mist,High,12.84,57.88333333
MYSRES02DEL02,31-40,4.7,12.304569,76.643622,12.354569,76.693622,Drinks ,motorcycle ,17.97,77,0,scattered clouds,High,14.85,46.75
SURRES05DEL01,21-30,4.6,21.175104,72.804342,21.245104,72.874342,Buffet ,scooter ,22.9,43,0,clear sky,High,15.48,35.05
BANGRES13DEL02,31-40,4,12.935662,77.61413,13.015662,77.69413,Drinks ,motorcycle ,19.65,93,0,mist,Very High,7.48,63.75
SURRES010DEL01,31-40,4.8,21.17106,72.789292,21.21106,72.829292,Drinks ,motorcycle ,23.23,43,0,clear sky,Low,0,27.4
HYDRES18DEL02,31-40,5,17.450851,78.379347,17.500851,78.429347,Buffet ,scooter ,21.28,64,0,broken clouds,Moderate,9.77,29.53333333
KOLRES03DEL02,31-40,4.5,22.526461,88.364453,22.576461,88.414453,Meal ,motorcycle ,22.99,83,0,haze,Moderate,18.75,26.91666667
RANCHIRES16DEL01,31-40,4.1,23.371292,85.327872,23.441292,85.397872,Snack ,motorcycle ,17.77,68,0,clear sky,High,2.89,38.91666667
PUNERES12DEL01,31-40,4.8,18.520016,73.830547,18.530016,73.840547,Meal ,electric_scooter ,19.21,64,0,clear sky,Low,7.03,11.21666667
BANGRES16DEL03,31-40,4.1,13.029198,77.570997,13.059198,77.600997,Buffet ,motorcycle ,19.39,92,0,mist,Moderate,14.22,26.06666667
RANCHIRES01DEL03,31-40,4.8,23.416792,85.316842,23.476792,85.376842,Meal ,scooter ,17.65,68,0,clear sky,Moderate,20.33,26.23333333
PUNERES12DEL01,31-40,3.7,18.520016,73.830547,18.630016,73.940547,Meal ,motorcycle ,18.91,64,0,clear sky,Very High,4.57,61.16666667
RANCHIRES01DEL02,21-30,4.7,23.416792,85.316842,23.436792,85.336842,Drinks ,scooter ,17.69,68,0,clear sky,Low,22.85,21.85
PUNERES06DEL01,31-40,3.8,18.546258,73.904337,18.656258,74.014337,Meal ,scooter ,19.42,65,0,clear sky,High,22.56,42.83333333
CHENRES15DEL01,31-40,4.9,13.026286,80.275235,13.136286,80.385235,Buffet ,motorcycle ,26.45,87,0,scattered clouds,Very High,11.89,71.28333333
JAPRES010DEL03,21-30,4.7,26.921411,75.793604,26.981411,75.853604,Buffet ,motorcycle ,19.47,68,0,haze,High,22.34,39.83333333
KOLRES15DEL03,31-40,4,22.552672,88.352885,22.642672,88.442885,Drinks ,motorcycle ,23.01,83,0,haze,Very High,19.48,58
MYSRES15DEL02,21-30,4,12.352058,76.60665,12.432058,76.68665,Meal ,motorcycle ,18.36,82,0,scattered clouds,High,21.2,34.43333333
COIMBRES19DEL01,21-30,4.9,11.022298,76.998349,11.132298,77.108349,Drinks ,scooter ,25.15,73,0,mist,High,11.5,54.8
COIMBRES09DEL03,31-40,4.8,11.008638,76.984311,11.068638,77.044311,Meal ,motorcycle ,25.01,73,0,mist,Moderate,9.79,31.2
SURRES19DEL02,31-40,4.8,21.149669,72.772629,21.199669,72.822629,Snack ,motorcycle ,23.39,43,0,clear sky,Moderate,6.02,29.96666667
BANGRES20DEL03,31-40,4.9,12.972161,77.596014,13.002161,77.626014,Meal ,motorcycle ,19.49,91,0,mist,Moderate,21.13,27.95
CHENRES16DEL03,21-30,4.3,13.049645,80.242268,13.139645,80.332268,Drinks ,scooter ,26.41,87,0,broken clouds,Very High,0,84.26666667
HYDRES11DEL03,31-40,4.8,17.430448,78.418213,17.520448,78.508213,Drinks ,motorcycle ,21.16,65,0,broken clouds,Very High,23.51,63.61666667
DEHRES19DEL01,21-30,4.6,30.372202,78.077151,30.442202,78.147151,Meal ,motorcycle ,7.86,77,0,clear sky,Very High,9.08,73.88333333
MUMRES15DEL01,31-40,4.6,19.176269,72.836721,19.216269,72.876721,Snack ,scooter ,26.9,44,0,smoke,Moderate,11.34,38.81666667
RANCHIRES18DEL03,21-30,4.9,23.351489,85.324253,23.411489,85.384253,Drinks ,motorcycle ,17.72,68,0,clear sky,High,0,45.3
PUNERES17DEL03,31-40,4.2,18.530963,73.828972,18.590963,73.888972,Meal ,motorcycle ,18.98,64,0,clear sky,Moderate,10.76,30
JAPRES07DEL03,21-30,4.7,26.766536,75.837333,26.826536,75.897333,Snack ,motorcycle ,20.14,68,0,haze,Moderate,8.44,26.75
INDORES07DEL01,31-40,4.7,22.722634,75.886959,22.762634,75.926959,Meal ,motorcycle ,17.06,72,0,haze,Moderate,6.48,25.48333333
BANGRES04DEL03,31-40,4.2,12.98041,77.640489,13.01041,77.670489,Drinks ,motorcycle ,19.52,92,0,mist,Moderate,20.94,37.46666667
VADRES01DEL01,21-30,2.6,22.307898,73.167788,22.417898,73.277788,Drinks ,motorcycle ,22.47,44,0,clear sky,High,0,47.51666667
MUMRES07DEL01,31-40,4.3,19.091458,72.827808,19.201458,72.937808,Meal ,motorcycle ,23.99,49,0,clear sky,Very High,22.42,69.65
AURGRES03DEL01,21-30,4.6,19.874733,75.353942,19.984733,75.463942,Buffet ,motorcycle ,16.78,82,0,mist,Very High,24.59,62.45
CHENRES17DEL01,31-40,5,13.045479,80.23311,13.155479,80.34311,Buffet ,scooter ,26.4,87,0,scattered clouds,Very High,25.93,86.81666667
